Name,Return over 1year,Market Capitalization,Return on equity,Return on equity preceding year,Average return on equity 3Years,Average return on equity 5Years,Average return on equity 7Years,Average return on equity 10Years,Price to Earning,Historical PE 3Years,Historical PE 5Years,Historical PE 7Years,Historical PE 10Years,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,PEG Ratio,G Factor,Price to book value,Price to Sales,Piotroski score,NPM last year,NPM preceding year,Dividend yield,Dividend Payout Ratio,Promoter holding,Public holding,Pledged percentage,Altman Z Score,Quick ratio,Debt to equity,Interest Coverage Ratio,PE Expanding,Book Value Expanding,Reducing Debt,Increasing Margin,Valuation,B Model,Growth,Financial Health ,Ownership,Score
CEAT,30.15,11115.48,18.13,6.14,9.33,10.32,10.33,12.46,18.76,22.23,16.88,16.69,15.55,16.21,11.33,10.96,8.13,13.15,19.06,8.99,8.06,0.98,4,2.65,0.89,8,5.68,1.82,1.09,18.88,47.21,16.39,0,3.59,0.34,0.5,4.06,N,Y,N,Y,1,0,0,0,1,2
JK Tyre & Indust,25.65,10248.35,20.62,9.49,13.32,12.89,11.25,13.91,11.84,15.31,14.19,12.44,8.98,18.12,7.67,10.02,7.06,37.34,31.71,12.19,7.97,0.36,4,2.17,0.69,7,5.55,2.03,1.2,14.92,50.55,27.16,0,3.36,0.75,1.03,3.96,N,Y,Y,Y,1,1,0,0,1,3
Thomas Cook (I),47.42,8639.25,13.76,0.39,0.72,-1.69,1.06,-22.18,33.32,50.08,64.57,48.53,46.73,109.4,2.02,-2.58,18.95,41.49,19.12,26.29,7.91,1.34,3,4.2,1.15,8,3.72,0.21,0.22,10.9,63.83,21.64,0,3.95,0.81,0.2,4.72,N,N,Y,Y,1,0,0,0,1,2
Le Travenues,,5585.98,9.32,7.54,4.53,,,,90.53,133.31,133.31,133.31,133.31,69.13,74.64,,,-81.66,14.88,,,4.21,4,9.39,7.72,6,5.82,5.83,0,0,0,31.66,0,13.88,2.26,0.02,26.77,N,N,Y,N,0,0,0,0,0,0
Easy Trip Plann.,-27.5,5119.43,31.9,46.86,40.6,41.13,40.05,40.51,25.63,55.14,60.04,60.04,60.04,51.5,36.64,24.67,-5.03,37.04,48.38,-48.84,-24.82,0.52,4,8.03,10.55,6,33.94,34.16,0.35,14.87,50.38,44.47,0,13.06,2.81,0,81.61,N,Y,N,N,0,0,0,0,0,0
SpiceJet,56.32,7288.95,,,,,,,,,,13.21,12.25,11.15,-5,1.87,1.23,19.07,-4.71,,5.59,,3,,1.08,5,-5.76,-16.96,0,0,29.14,39.63,52.78,1.13,0.26,,-0.09,N,N,N,Y,0,0,0,0,0,0
Honasa Consumer,,12989.71,,,,,,,101.36,100.34,100.34,100.34,100.34,56.54,153.54,,,25.99,14.88,,,1.05,5,11.53,7.07,7,6.86,3.44,0,0,34.98,28.23,0,15.61,1.82,0.1,20.21,Y,N,Y,Y,0,0,1,0,0,1
Redington,10.52,12545.92,16.78,21.87,20.48,18.64,17.78,17.44,10.59,10.09,9.79,9.57,10,16.2,13.93,11.73,12.33,16.63,17.72,15.18,13.77,0.59,5,1.66,0.14,5,1.38,1.81,3.86,39.77,0,23.84,0,5.66,1.02,0.39,5.01,Y,Y,N,N,1,0,0,0,0,1
Redtape,69.34,11930.97,31.34,34.96,,,,,74.49,56.41,56.41,56.41,56.41,,,,,,,,,,3,18.4,6.3,5,9.57,9.67,0,0,71.8,14.72,0,14.66,0.24,0.74,6.4,Y,N,N,N,0,0,0,0,1,1
MMTC,41.45,11011.5,9.97,49.15,,,,,45.53,59.27,73.67,74.25,74.25,-95.17,-83.72,-68.84,-59.47,20.4,5.48,20.23,18.54,8.31,1,6.77,52.82,4,4492.28,8.8,0,0,89.93,7.84,0,6,1.56,0.1,786.24,N,Y,Y,Y,0,0,0,1,1,2
V-Mart Retail,149.01,8598.81,-12.14,-1.18,-3.81,-1.5,2.12,4.03,,419.62,97.43,68.37,54.01,37.33,14.21,15.73,17.09,,,,,,4,11.51,2.97,2,-3.48,-0.41,0,0,44.31,6.89,0,6.42,0.24,1.86,0.37,N,Y,N,N,0,0,0,0,1,1
Medplus Health,-19.21,7864.41,4.1,3.26,4.98,5.21,5.7,,103.49,139.56,139.56,139.56,139.56,22.37,19.87,15.83,,-84.24,-61.32,-56.01,,2.69,4,4.98,1.35,6,1.12,1.05,0,0,40.39,16.85,54.17,7.54,0.43,0.64,1.88,N,Y,N,Y,0,0,0,0,1,1
Arvind Fashions.,70.38,7383.6,8.8,4.51,-4.92,-27.34,-17.78,,92.33,101,101,101.84,101.84,30.6,-1.71,18.58,,28.73,34.05,,,2.39,3,7.35,1.7,8,3.36,2.18,0.23,20.61,35.21,33.34,8.31,5.52,0.74,1.14,2.21,N,Y,Y,Y,0,0,0,0,0,0
Electronics Mart,12.63,7056.68,14.41,13.79,15.14,15.6,,,35.96,39.7,39.7,39.7,39.7,25.21,30.69,,,34.75,24.48,,,1.17,5,5.15,1.07,7,2.93,2.26,0,0,65.17,7.1,0,7.43,0.73,1.15,3.41,N,Y,N,Y,1,0,0,0,1,2
PDS,-24.11,6704.74,13.01,27.54,23.24,20.1,17.56,14.77,46.14,19.37,19.2,21.59,19.14,18.63,9.85,12.26,10.9,20.13,26.6,38.85,-33.76,1.71,3,5.38,0.62,2,1.96,3.09,1,28.72,61.69,27.62,0,6.37,0.98,0.9,3.06,Y,Y,N,N,1,0,0,0,1,2
Ethos Ltd,61.6,6531.63,10.94,13.95,12.04,10.09,,,74.27,69.27,69.27,69.27,69.27,37.23,17.63,,,135.34,33.74,,,1.69,5,7.39,6.27,6,8.3,7.63,0,0,51.21,20.88,0,12,2.48,0.16,8.03,Y,Y,N,Y,1,0,1,0,1,3
Entero Healthcar,,5890.58,4.98,,,,,,111.23,81.1,81.1,81.1,81.1,30.14,,,,26.12,,,,,4,3.6,1.43,6,1.01,-0.34,0,0,52.44,16.02,0,7.76,2.64,0.21,1.92,Y,N,Y,Y,0,0,1,0,1,2
Aditya Vision,65.64,5727.44,25.31,59.61,36.89,37.96,36.7,35.54,61.76,30.56,28.84,30.22,30.16,32.58,25.33,25.19,30.2,53.51,72.02,75.23,-12.85,0.9,6,11.73,2.88,3,4.52,4.85,0.2,23.45,53.23,25.17,0,14.85,0.73,0.65,4.54,Y,Y,N,N,0,0,0,0,1,1
Refex Industries,292.79,5585.89,23.87,,,,,,55.29,13.46,9.3,12.86,10.8,29.78,24.57,67.29,,27.32,21.72,110.59,,2.29,5,11.5,3.5,3,6.73,7.13,0.02,6.16,57.13,41.35,23.98,15.26,2.55,0.46,5.55,Y,Y,N,N,0,0,0,0,0,0
Lloyds Enterpris,6.05,5528.66,4.58,5.82,4.36,3.52,1.96,,50.73,40.66,64.44,71.47,71.47,962.06,130.97,54.09,,747.77,27.94,68.19,,1.74,2,2.09,4.05,4,9.5,18.44,0.23,10.82,73.91,25.82,0,4.73,1.42,0.16,24.98,Y,Y,N,N,1,0,0,0,1,2
Optiemus Infra.,91.19,5069.87,14.03,11.73,8.95,3.4,0.49,1.9,85.19,58.07,54.65,62.44,43.78,103.42,5.43,-0.09,-9.41,9.28,24.2,37.2,1.54,3.52,3,11.89,2.92,6,3.72,3.56,0,0,74.9,24.23,2.82,8.22,0.81,0.38,6.89,Y,Y,N,Y,0,0,0,0,1,1
PTC India,22.34,5069.76,9.57,9.03,9.85,9.87,9.34,9.49,9.88,7.11,5.9,6.08,6.8,-2.96,2.04,1.3,3.4,1.69,2.71,2.48,3.11,3.65,5,0.99,0.3,8,3.24,3.19,4.55,48.42,16.22,41.35,0,2.88,1.74,0.84,2.74,Y,Y,Y,Y,0,0,0,0,0,0
Welspun Living,1.23,14333.2,15.62,4.77,12.09,13.5,13.68,17.97,20.79,23.45,19.36,16.79,13.98,9.66,8.2,5.54,8.36,8.89,13.9,0.81,23.22,1.58,4,3.17,1.43,8,6.94,2.42,0.07,1.43,66.24,18,0,4.93,0.75,0.58,6.88,N,Y,Y,Y,1,0,0,0,1,2
Raymond Lifestyl,,13474.78,177.41,18.65,153.27,,,,6.11,,,,,-41.35,,,,,,,,,4,,162.7,4,2661.59,17.78,0,0,54.67,24.78,9.37,10.37,0.78,0,1077.5,N,N,N,Y,0,0,0,0,0,0
Garware Tech.,20.43,7605.95,18.52,17.2,18.03,18.68,19.01,18.9,35.88,36.84,36.49,34.82,25.95,8.61,5.43,6.63,6.83,10.82,13.44,14.92,24.16,3.03,2,6.33,5.69,8,15.72,13.09,0.08,2.94,53,26.74,0,9.44,1.1,0.1,15.57,N,Y,N,Y,0,0,0,0,1,1
Shoppers Stop,3.24,7259.11,32.1,80.74,23.9,-27.11,-7.14,-5.41,363.68,95.44,95.44,102.97,94.23,35.14,3.82,2,1.5,32.05,4.49,23.02,27.37,79.23,2,27.63,1.62,4,1.89,2.83,0,0,65.57,4.68,9.81,3.07,0.18,11.16,1.1,Y,Y,N,N,0,0,0,0,1,1
Go Fashion (I),-4.56,6480.54,14.56,16.85,14.35,13.54,14.3,,75.59,74.15,74.15,74.15,74.15,44.92,21.74,31.14,,142.48,8.01,9.5,,3.52,4,9.92,7.98,5,10.73,12.14,0,0,52.78,2.62,16.33,10.78,2.32,0.75,3.59,Y,Y,N,N,0,0,0,0,1,1
Gokaldas Exports,-1.95,5989.25,10.27,19.58,16.01,14.45,12.9,10.06,47.69,24.47,20.82,20.61,18.19,25.25,15.16,14.35,7.72,44.73,20.68,18.61,19.43,1.56,3,4.11,2.14,1,4.7,7.02,0,0,9.39,29.82,0,5.68,0.62,0.62,4.06,Y,Y,N,N,1,0,0,0,0,1
Jindal Worldwide,-21.05,5604.55,11.05,19.52,17.12,14.26,14.16,15.11,70.04,64.76,54.46,48.3,40.46,2.2,-3.89,6.63,8.82,36.44,20.52,6.13,11.56,3.41,4,7.79,2.96,3,4.17,5.59,0.07,5.3,59.81,39.95,9.09,7.95,1.25,1.23,3.2,Y,Y,N,N,0,0,0,0,1,1
Alok Industries,18.3,10337.63,,,,,,,,,,,2.98,12.71,10.45,-6.35,-12.68,19.43,14.32,9.77,,,3,,2.24,4,-15.36,-12.92,0,0,75,22.16,0,-1.13,0.29,,-0.49,N,N,N,N,0,0,0,0,1,1
LS Industries,,8590.05,-5.29,-12.83,-6.84,-5.9,-5.82,,,,,,,33.3,-18.74,-34.92,,-7.11,6.99,2.4,,,2,140.57,26030.45,6,-737.78,-1962.22,0,0,74.28,24.38,0,145.83,2.41,0,,N,N,N,Y,0,0,0,0,1,1
Ganesha Ecosphe.,125.29,5176.49,4.82,11.27,8.55,,,,86.74,26.89,25.19,25.19,25.19,14.34,,,,-6.84,,,,,5,5.1,4.29,6,3.55,5.79,0.15,18.75,36.44,31.04,0,7.39,2.54,0.39,3.01,Y,Y,N,N,0,0,0,0,0,0
Vardhman Textile,16.99,12372.34,7.09,9.74,12.31,10.93,11.05,11.77,16.86,13.04,12.85,11.7,9.81,15.68,6.68,6.72,4.49,14.61,-1,-0.63,-0.04,-19.38,4,1.36,1.3,1,6.64,7.91,0.93,0,64.19,13.18,0,4.35,0.98,0.2,12.01,Y,Y,Y,N,1,0,0,0,1,2
Arvind Ltd,77.9,8173.84,9.73,11.31,9.88,7.06,7.44,8.67,26.45,14.07,12.69,10.16,8.91,15.11,1.61,-2.47,1.21,282.34,5.66,0.21,-0.87,4.48,4,2.31,1.06,6,4.54,4.34,1.2,36.92,39.6,24.89,7.24,4.06,0.48,0.41,3.6,Y,Y,Y,Y,0,0,1,0,0,1
Indo Count Inds.,36.74,7168.58,17.52,16.33,19.2,19.19,17.28,20.69,20.96,14.22,12.93,10.36,12.46,12.19,12.96,7.44,9.26,10.35,41.49,5.5,10.59,0.5,4,3.43,1.91,7,9.56,9.18,0.61,12.89,58.74,26.89,0,6.13,0.73,0.46,7.04,Y,Y,N,Y,1,0,1,0,1,3
Lux Industries,41.79,5503.27,8.67,10.57,15.15,19.39,20.25,21.14,36.73,30.46,23.98,30.49,31.62,6.23,13.97,13.5,10.32,-26.05,1.82,9.26,13.48,6.75,3,3.48,2.36,6,5.68,6.2,0.11,4.69,74.19,19.81,0,7.15,1.74,0.11,12.94,Y,Y,N,N,0,0,0,0,1,1
Tata Tele. Mah.,-20.27,13522.25,,,,,,,,,,,,4.52,-1.38,-11.04,-7.96,-0.46,-4.76,1.16,,,4,,10.51,6,-103.75,-103.78,0,0,74.36,23.16,0,-1.98,0.05,,0.24,N,N,N,Y,0,0,0,0,1,1
Railtel Corpn.,76.57,12696.32,15.24,11.99,13.09,12.54,12.33,,47.54,24.13,25.75,25.75,25.75,24.29,21.1,17.09,,23.57,14.79,10.94,,3.21,3,6.95,4.78,7,10.32,9.7,0.72,37.15,72.84,23.51,0,6.71,1.16,0.02,65.64,Y,Y,N,Y,0,0,0,0,1,1
Nazara Technolo.,8.09,6563.06,3.42,3.56,3.42,2.79,2.97,,78.62,106.98,110.33,110.33,110.33,35.83,46.32,29.13,,67.91,43.72,-35.37,,1.47,1,3.28,5.79,6,6.16,5.45,0,0,10.05,68.03,0,5.95,4.37,0.01,18.93,N,Y,N,Y,1,0,0,0,0,1
Astra Microwave,56.07,6921.49,15.05,11.36,11.47,9.79,8.92,10.54,51.27,54.81,45.25,38.71,21.28,12.35,25.37,12.86,5.69,56.4,101.32,10.26,7.42,0.49,3,7.16,7.44,6,13.32,8.55,0.27,15.69,6.54,72.79,0,10.37,1.66,0.25,6.15,N,Y,N,Y,1,0,0,0,0,1
CCL Products,1.14,8417.6,15.77,20.67,17.88,18.05,18.54,19.52,32.27,30.35,28.49,27,27.02,28.78,19.67,15.35,13.98,10.98,9.97,9.2,14.48,3.21,1,5.03,3.04,3,9.42,13.71,0.71,23.94,46.09,22.73,0,6.14,0.75,0.97,4.49,Y,Y,N,N,0,0,0,0,1,1
EID Parry,60.05,13521.74,13.53,16.25,15.84,14.94,13.48,12.67,15.33,10.81,10.23,10.5,10.99,16.6,12.18,10.75,9.28,22.89,41.07,7.88,28.02,0.37,5,1.92,0.46,6,5.44,5.07,0.53,7.89,42.22,33.83,0,3.53,0.81,0.25,7.82,Y,Y,N,Y,1,0,1,0,1,3
Balrampur Chini,46.86,12251.22,13.77,10.01,13.63,16.05,17.47,18.15,23.07,20.2,16.22,13.76,14.5,5.15,5.47,7.1,7.7,-1.65,-2.85,-2.81,59.55,-4.41,3,3.6,2.18,8,7.75,6.08,0.49,11.32,42.9,17.79,0,5.88,0.08,0.59,9.57,Y,Y,N,Y,1,0,0,0,1,2
Triven.Engg.Ind.,5.91,8585.18,14.21,23.28,19.95,20.96,20.36,18.44,23.94,17.24,14.84,13.97,11.82,3.75,10.62,9.17,5.17,13.74,16.55,5.27,16.44,1.87,3,2.96,1.61,4,7.58,9.49,0.89,31.85,60.98,24.38,0,5.44,0.37,0.49,8.85,Y,Y,N,N,1,0,0,0,1,2
Sh.Renuka Sugar,-18.98,8467.13,,,,,,,,,0.86,0.86,0.86,26.07,20.22,-0.66,-0.21,,9.74,8.42,5.88,,3,,0.7,6,-5.53,-1.92,0,0,62.48,23.15,0,2.45,0.12,,0.45,N,N,N,N,0,0,0,0,1,1
Kirl. Ferrous,23.79,9496.33,11.5,20.27,18.59,20.17,19.02,18.27,38.9,17.55,12.4,14.91,14.73,44.38,23.22,25.13,17.41,5.69,28.94,22.02,24.52,1.33,3,2.48,1.92,4,5.85,6.88,0.95,13,50.93,36.71,0,4.62,0.57,0.38,3.81,Y,Y,N,N,1,0,0,0,1,2
NMDC Steel,8.6,12809.68,-9.59,0,-6.29,,,,,,,,,,,,,,,,,,2,,2.53,1,-51.16,,0,0,60.79,18.59,0,1.42,0.47,0.43,-5.15,N,N,N,N,0,0,0,0,1,1
Usha Martin,30.5,11714.27,19.21,18.75,18.47,20.09,14.1,2.59,27.43,20.09,15.14,15.48,15.48,15.43,5.33,-2.61,-2.31,41.67,52.51,17.4,44.08,0.52,3,4.92,3.62,8,13.14,10.7,0.72,19.81,43.54,34.4,0,8.68,1.46,0.15,22.41,Y,Y,Y,Y,1,0,0,1,1,3
Gallantt Ispat L,291.01,8023.8,9.63,6.54,8.25,8.45,9.02,9.23,25.35,5.54,11.08,7.92,7.77,26.16,31.78,31.66,20.24,-19.94,1.07,16.18,17.48,0.99,5,3.27,1.84,8,5.33,3.47,0.3,10.71,68.93,30.96,0.31,7.44,1.3,0.19,16.82,Y,N,N,Y,1,0,0,0,1,2
Mah. Seamless,-17.61,7635.51,18.12,17.53,18.16,14.1,12.79,10.18,8.74,9.1,8.17,9.65,10.71,32.78,12.11,20.87,16.15,68.93,26.32,38.4,30.42,0.33,7,1.33,1.43,8,17.62,13.48,1.75,14.09,68.04,19.65,0,4.84,2.18,0,412.79,N,Y,Y,Y,1,0,0,0,1,2
Technocraf.Inds.,36.92,6717.1,17.44,19.33,19.36,17.33,17.14,16.71,25.25,13.19,9.79,10.54,10.19,19,10.68,12.85,7.68,33.05,19.7,17.26,16.1,1.39,4,4.01,2.99,6,13.05,13.97,0,0,74.75,17.78,0,6.77,1,0.4,10.54,Y,Y,N,N,1,0,0,0,1,2
Bansal Wire Inds,,6104.9,23.43,23.71,25.24,25.26,,,92.23,77.99,77.99,77.99,77.99,15.65,10.73,,,-66.34,-34.76,,,2.93,3,,2.67,5,2.9,2.48,0,0,77.99,4.18,0,17.92,1.07,1.49,4.7,Y,N,N,Y,0,0,0,0,1,1
Mishra Dhatu Nig,-20.98,5974.27,7,12.59,11.53,13.42,14.09,15.22,76.76,26.13,24.6,21.2,21.2,9.67,8.58,4.79,6.82,-18.13,-6.9,-50.56,-36.12,-11.12,2,4.53,5.7,7,8.51,17.88,0.44,28.94,74,16.13,0,4.98,0.59,0.33,4.45,Y,Y,N,N,1,0,0,0,1,2
Godawari Power,42.64,11603.37,21.89,22.29,29.73,29.16,28.66,23.93,11.71,5.61,5.43,5.37,5.68,11.3,10.57,17.14,9.93,14.33,30.47,46.57,31.39,0.4,5,2.62,2.12,8,16.89,14,0.58,6.67,63.49,27.54,0,6.67,2.02,0.01,21.93,Y,Y,Y,Y,1,1,1,0,1,4
Surya Roshni,10.12,6616.13,16.17,19.68,16.73,14.65,13.85,12.81,18.27,14.21,14.02,13.73,12.85,12.02,5.48,10.48,10.18,27.63,21.92,17.21,17.47,0.83,6,3.06,0.85,7,4.17,4.19,0.41,16.49,62.96,31.02,0,8.48,1.39,0.01,22.56,Y,Y,Y,N,1,0,0,1,1,3
S C I,44,9444.1,8.49,13.32,11.08,8.75,6.42,6,12.56,7.77,7.2,8.23,8.45,10.86,5.43,5.59,1.78,-2.89,40.26,22.48,14.12,0.31,3,1.36,1.76,6,11.22,13.74,0.25,3.8,63.75,27,0,3.09,1.19,0.42,5.06,Y,N,Y,N,1,0,0,1,1,3
RHI Magnesita,-17,11697.27,9.58,13.98,13.87,15.1,,,52.09,43.37,32.23,31.22,31.22,40.26,38.28,,,11.19,16.19,,,1.77,4,3.04,3.13,6,8.54,10.05,0.44,-51.39,56.07,26.43,0,6.06,1.46,0.13,8.08,Y,Y,N,N,0,0,0,0,1,1
Vesuvius India,59.79,10885.27,19.43,12.33,13.66,11.9,12.46,13.07,42.94,34.41,33.88,30.21,27.43,26.52,11.62,10.02,10.29,58.92,18.15,13.24,12.47,2.37,4,8.35,6.23,6,13.28,8.7,0.24,12.15,55.57,21.17,0,13.53,2.44,0.01,334.25,Y,Y,N,Y,0,0,1,0,1,2
C P C L,32.29,10538.46,36.46,77.91,53.89,32.58,25.99,26.1,15.37,3.24,3.54,4.45,4.91,43.76,9.94,13.32,3,125.15,71.2,14.83,26.58,0.22,6,1.41,0.16,5,4.11,4.63,7.77,30.21,67.29,16.25,0,5.81,0.17,0.82,5.67,Y,Y,Y,N,1,0,0,0,1,2
KSB,41.55,14435.68,17.06,16.87,16.61,14.8,13.73,13.3,66.31,41.38,32.03,34.72,33.06,22.98,15.5,15.38,11.88,30.25,23.95,17.26,12.03,2.77,3,10.68,6.13,7,9.28,9.97,0.42,29.18,69.8,14.61,0,13.11,1.15,0,56.02,Y,Y,Y,N,0,0,0,1,1,2
Kirl. Brothers,82.31,12922.61,21.68,18.28,16.7,15.11,12.2,9.12,37.08,23.93,20.88,24.47,24.97,13.78,3.62,6.79,4.11,28.53,155.16,91.76,17.16,0.24,5,7.52,3.13,8,8.5,6.35,0.37,13.68,65.95,18.81,0,8.98,0.88,0.11,21.08,Y,Y,Y,Y,1,1,1,0,1,4
Shakti Pumps,310.06,8493.68,24.15,5.95,16.97,15.06,15.18,14.01,25.82,18.66,21.3,20.46,18.15,13.82,20.32,18.09,16.72,19.81,23.59,29.19,15.75,1,5,9.01,3.68,6,10.34,2.49,0.09,5.66,51.58,38.27,0,10.74,1.53,0.17,14.88,Y,Y,N,Y,1,0,1,0,1,3
Doms Industries,,15386.03,26.58,32.75,23.73,,,,90.31,0.72,0.72,0.72,0.72,56.02,,,,28.83,,,,,6,18.89,9.6,6,10.38,8.48,0.1,9.91,74.96,3.36,0,24.16,1.9,0.21,14.73,Y,N,N,Y,0,0,1,0,1,2
Inox Wind Energy,315.31,13156.19,-4.69,-31.01,-18.03,,,,230.07,230.09,230.09,230.09,230.09,34.59,,,,18.06,,,,,3,4.42,5.47,4,-5.25,-100.89,0,0,69.51,26.02,0,3.88,1.07,0.5,2.03,N,Y,N,Y,0,0,0,0,1,1
JP Power Ven.,92.37,12260.84,12.84,0.57,4.96,0.19,-2.44,-3.28,7.77,26.06,25.92,25.92,24.47,27,11.69,5.47,8.88,98.45,37.58,16.98,33.76,0.2,5,1.07,1.8,9,20.8,1.02,0,0,24,49.94,79.2,3.07,1.53,0.37,5.56,N,Y,Y,Y,1,0,0,0,0,1
India Grid Trust,8.2,12178.71,4.56,8.12,6.5,7.65,,,38.62,27.12,24.97,23.87,23.87,19.53,33.89,,,-14.81,-7.9,,,4.38,3,2.16,3.83,3,8.48,18.46,5.14,95.11,3.85,,0,1.44,0.9,3.65,1.25,Y,Y,N,N,0,0,0,0,0,0
Powergrid Infra.,-11.08,8053.49,13.12,-3.24,,,,,8.29,8.61,8.4,8.4,8.4,,-0.66,,,,-14.66,,,0.25,3,1.04,9.01,4,108.21,-26.32,,26.69,15,,0,3.41,96.2,0.07,21.97,N,Y,N,Y,1,0,0,0,0,1
RattanIndia Pow.,84.93,7050.95,,,,,,,,,,,,29.2,11.83,13.45,25.8,-46.41,8.75,-9.87,,,1,1.58,2.11,6,-51.67,-57.87,0,0,44.06,44.96,88.65,2.7,2.33,0.78,0.58,N,N,Y,Y,0,0,0,0,0,0
Time Technoplast,150.83,9047.66,12.54,10.05,10.78,9.64,10.37,10.66,27.12,12.64,11.5,12.25,11.81,18.44,6.98,8.87,8.76,42.84,8.28,10.81,11.47,3.25,4,3.54,1.76,8,6.16,5.19,0.5,1.46,51.56,28.88,0,6.68,1.33,0.32,5.69,Y,Y,Y,Y,0,0,1,1,1,3
Responsive Ind,-15.19,7019.8,15.37,2.54,6.24,5.62,4.72,4.24,37.29,77.25,95.5,137.54,124.62,12.88,7,-8.38,-8.05,35.91,41.3,54.45,9.66,0.9,2,5.69,5.73,7,14.91,2.53,0.04,1.65,58.58,3.08,1.94,8.77,1.56,0.17,10.6,N,Y,N,Y,1,0,0,0,1,2
Jai Corp,5.79,5688.97,3.39,-12.2,-1.52,-0.04,-0.05,0.45,93.22,66.54,54.67,99.43,66.24,-0.6,-6.14,-5.63,-4.68,13.81,50.63,39.34,-8.01,1.84,3,4.55,12.14,7,8.95,-24.74,0.16,17,73.79,22.99,0,7.79,4.56,0.19,401.6,Y,Y,Y,Y,0,0,0,0,1,1
Prince Pipes,-21.24,5542.98,11.41,9.18,13.67,15.93,16.78,,31.87,37,31.86,31.86,31.86,7.43,10.32,10.88,,-9.6,11.05,-1.42,,2.03,3,3.59,2.12,6,6.46,4.45,0.2,6.06,60.94,14.25,0,7.25,1.5,0.08,38.73,N,Y,N,Y,0,0,0,0,1,1
Sanofi India,38.54,14673.79,51.54,30.05,33.49,27.46,24.47,22.36,29.85,17.9,20.67,21.42,21.47,-0.59,0.57,2.7,4.66,5.13,9.12,9.95,9.06,3.27,4,21.41,6.16,6,20.71,18.99,2.62,63.68,60.4,11.2,0,21.49,0.81,0.03,459,Y,N,Y,Y,0,0,0,0,1,1
Sanofi Consumer,,10940.93,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,60.4,10.23,0,,2.27,0.11,,N,N,N,N,0,0,0,0,1,1
P & G Health Ltd,-1.63,8278.84,33.39,33.49,32.04,26.65,33.93,28.48,38.47,36.99,38.97,37.08,34.46,4.5,6.28,2.14,3.74,6.71,-23.71,15.35,14.42,-1.62,3,15.38,7.19,7,18.69,18.62,1.2,49.56,51.82,26.74,0,20.76,1.9,0.02,408.65,Y,Y,N,Y,0,0,0,0,1,1
Caplin Point Lab,76.14,13611.41,24.23,25.59,25.31,25.8,27.52,28.6,28.52,20.07,18.53,19.01,21.66,16.87,21.17,22.83,29.57,24.04,20.98,24.88,41.63,1.35,4,6.48,7.74,4,27.17,25.62,0.28,8.31,70.56,23.93,0,11.13,3.9,0.1,1077.04,Y,Y,Y,Y,1,0,1,0,1,3
Marksans Pharma,155.06,11945.4,16.46,18.61,17.64,19.72,18.52,18.46,35.89,14.14,12.98,14.18,20.26,16.53,16.84,16.07,13.2,6.28,29.94,64.12,14,1.1,4,5.78,5.27,4,14.46,14.34,0.23,8.67,43.87,30.7,0,10.29,3.12,0.12,36.6,Y,Y,N,Y,1,0,1,0,1,3
Shilpa Medicare,130.89,7652.14,1.71,-1.72,1.07,3.94,4.94,6.44,186.32,122.31,61.17,33.19,41.98,8.43,9.34,5.67,7.21,-34.12,-20.86,-16.56,-10.03,-9.38,4,3.76,6.46,8,2.69,-2.96,0,0,44.33,37.9,7.9,5.56,0.77,0.52,1.76,Y,Y,N,Y,0,0,0,0,1,1
Strides Pharma,202.83,13875.12,4.5,-8.36,-4.68,-0.25,5.53,10.21,69.66,127.32,38.57,22.74,31.73,6.9,13.21,5.66,11.69,-23.99,-20.43,-19.4,-28.35,-3.48,3,6.11,3.15,7,3.2,-5.41,0.17,-32.54,25.84,25.83,49.17,5.66,0.64,1.02,1.82,N,N,Y,Y,1,0,0,0,0,1
Akums Drugs,,13350.95,-3.57,18.87,-6.6,,,,,,,,,15.35,,,,,,,,,2,,3.2,6,-0.61,3.57,0,0,75.26,7.42,0,8,1.08,0.8,0.62,N,N,N,N,0,0,0,0,0,0
Granules India,65.37,13078.22,13.43,19.1,16.51,18.67,17.96,18.39,26.58,18,17.25,16.65,17.78,11.65,14.61,18.05,15.31,-8.89,12.52,12.92,16.26,2.32,4,4.05,2.78,3,9.03,11.47,0.28,8.97,38.87,26.8,0,6.36,0.77,0.41,7.01,Y,Y,N,N,0,0,0,0,0,0
Glenmark Life,49.95,11498.09,21.09,22.3,23.68,30.87,,,27.15,13.73,13.21,13.21,13.21,6.59,20.83,,,-52.51,-47.88,,,1.42,3,4.53,5.21,6,20.65,21.63,2.4,58.56,75,12.99,0,9.08,3.03,0.01,395.49,Y,Y,N,N,1,0,0,0,1,2
FDC,41.85,8407.51,14.16,9.63,11.78,13.44,13.37,13.88,26.75,25.53,20.68,20.21,22.42,13.44,12.28,9.75,8.68,1.86,12.99,7.67,9.98,2.34,4,4.01,4.11,8,14.87,10.63,0,0,69.66,21.71,0,8.19,0.73,0.01,98.71,Y,Y,N,Y,0,0,1,0,1,2
Blue Jet Health,,8194.51,22.43,26.51,28.41,,,,49.86,41.64,41.64,41.64,41.64,12.56,,,,-80.81,,,,,2,9.7,11.79,6,24.03,22.12,0.21,10.59,86,10.06,0,15.15,1.65,0,1582.29,Y,N,Y,Y,0,0,0,1,1,2
