Name,Return over 1year,Market Capitalization,Return on equity,Return on equity preceding year,Average return on equity 3Years,Average return on equity 5Years,Average return on equity 7Years,Average return on equity 10Years,Price to Earning,Historical PE 3Years,Historical PE 5Years,Historical PE 7Years,Historical PE 10Years,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,PEG Ratio,G Factor,Price to book value,Price to Sales,Piotroski score,NPM last year,NPM preceding year,Dividend yield,Dividend Payout Ratio,Promoter holding,Public holding,Pledged percentage,Altman Z Score,Quick ratio,Debt to equity,Interest Coverage Ratio,PE Expanding,Book Value Expanding,Reducing Debt,Increasing Margin,Valuation,B Model,Growth,Financial Health ,Ownership,Score
Symphony,89.08,11040.02,18.04,13.48,15.49,17.77,19.48,22.76,52.08,53.09,53.9,55.32,61.57,8.71,6.5,6.09,12.79,9.85,6.75,-1.36,9.67,8.09,2,14.74,7.97,8,12.71,9.76,0.81,60.51,73.39,11.51,0,17.55,0.65,0.23,27.3,N,Y,Y,Y,0,0,0,0,1,1
Eureka Forbes,8.88,10258.43,2.45,0.69,1.29,1.26,1.24,,92.16,114.11,114.11,114.11,114.11,553.34,142.83,81.72,,52.58,32.71,9.2,,0.54,4,2.44,4.59,9,4.63,1.36,0,0,62.56,17.29,53.66,4.02,0.3,0.01,19.51,N,Y,N,Y,0,0,0,0,1,1
Bajaj Electrical,-19.14,9733.44,7.74,11.6,9.27,8.07,9.4,9.33,73.39,60.34,61.79,57.5,55.23,0.48,-6.97,1.25,1.49,-6.48,-5.22,2.47,37.72,-14.77,1,6.75,2.08,3,2.79,4.33,0.36,26.22,62.76,13.41,2.55,6.16,0.85,0.15,3.42,Y,Y,Y,N,1,0,0,0,1,2
IFB Industries,131.7,8216.85,9.95,2.66,1.74,3.73,5.91,6.81,78.19,118.83,90.07,72.73,51.97,16.44,11.18,13.84,15.5,3.44,3.35,3.56,12.74,23.34,4,11.32,1.83,8,1.59,0.42,0,0,74.96,17.22,0,8.9,0.53,0.22,6.55,N,N,Y,Y,0,0,0,0,1,1
DCM Shriram,2.38,15506.9,6.6,15.14,13.62,14.69,16.78,16.88,31.59,19.12,14.68,12.24,10.83,9.55,7.05,9.49,5.86,-14.26,-13.6,-3.2,6.46,-2.27,3,2.38,1.41,4,3.84,7.67,0.66,23.14,66.52,21.28,0,4.39,0.65,0.33,9.45,Y,Y,N,N,1,0,0,0,1,2
Swan Energy,26.02,14583.58,7.01,-2.07,1.48,0.33,0.08,0.09,39.93,63.91,63.91,237.05,525,150.16,41.27,46.25,31.17,75.53,82.09,172.44,44.22,0.44,4,2.32,2.72,7,11.63,-4.33,0.02,1.04,53.96,20.58,18.4,3.71,2.9,0.55,4.49,N,Y,N,Y,1,0,0,0,1,2
Nava,115.6,12953.13,17.85,21.84,17.57,15.31,13.69,11.9,13.43,6.4,4.53,4.98,6.13,14.43,5.32,16.01,8.25,43.64,36.91,61.69,17.94,0.43,3,1.87,3.24,9,30.24,33.99,0.45,4.62,48.85,39.96,0,4.39,3.45,0.06,7.79,Y,Y,Y,N,1,0,0,0,1,2
Quess Corp,64.09,10222.47,11.15,7.37,9.48,7.64,8.96,9.8,29.76,35.71,37.11,38.49,39.77,20.79,17.5,23.68,34.23,85.57,3.26,11.08,7.96,8.27,3,3.65,0.52,8,1.58,1.07,1.45,53.45,56.59,16.62,0,6.88,1.34,0.3,4.18,N,Y,N,Y,0,0,0,0,1,1
Hindustan Foods,8.89,6526.67,18.24,21,18.52,18.2,,,67.36,86.78,84.77,84.77,84.77,25.1,41.14,,,32.17,35.76,,,1.32,4,10.11,2.17,5,3.38,2.74,0,0,63.81,19,0,8.01,0.54,1.13,2.9,N,Y,N,Y,0,0,0,0,1,1
P N Gadgil Jewe.,,9490.76,38.52,14.84,23.4,19.43,,,61.55,58.7,58.7,58.7,58.7,49.6,21.01,,,112.19,23.69,,,1.4,5,,1.57,5,2.56,1.26,0,0,83.11,7.29,0,21.86,0.46,0.66,5.69,Y,N,Y,Y,0,0,1,0,0,1
Senco Gold,92.39,9357.78,16.32,19.35,18.09,16.96,,,43.81,31.52,31.52,31.52,31.52,25.27,16.05,,,28.05,11.59,,,2.15,4,6.79,1.75,3,3.61,3.95,0.17,8.23,67.47,14.36,0,7.22,0.4,1.28,3.58,Y,N,N,N,0,0,0,0,1,1
Rajesh Exports,-47.38,7037.52,2.24,10.54,6.87,7.92,9.8,11.86,185.05,16.94,16.69,16.11,15.55,2.81,9.81,2.13,25.4,-26.5,-23.66,-17.07,-0.63,-7.82,3,0.46,0.03,5,0.12,0.42,0,0,54.55,19.54,0,13.76,2.15,0.04,1.59,Y,Y,Y,N,0,0,0,0,1,1
PC Jeweller,367.29,6622.23,-18.99,-5.36,-10.94,-5.59,-2.33,1.67,432.26,17.43,16.17,11.42,17.42,-40.19,-41.3,-31.41,-19.55,,,,,,2,1.93,6.66,3,-104.01,-8.22,0,0,54.53,40.69,0,3.36,0.32,1.17,0.55,Y,N,N,N,0,0,0,0,0,0
Thangamayil Jew.,52.3,5874.31,27.95,22.37,21.79,23.74,22.3,18.4,48.47,29.45,25.34,24.7,25.48,28.14,21.53,16.68,12.38,12.44,32.39,36.46,27.98,1.49,2,11.91,1.43,6,3.22,2.53,0.47,22.27,61.27,21.42,2.62,10.71,0.14,1.08,5.62,Y,Y,N,Y,0,0,0,0,1,1
Sky Gold,409.65,5109.93,23.62,21.28,21.05,18.4,18.04,,100.12,32.96,32.75,27.51,27.51,29.94,16.69,40.14,,118.8,60.17,30.35,,1.49,5,19.34,2.44,5,2.32,1.61,0,3.27,58.24,34.07,0,19.5,0.61,1.3,3.8,Y,Y,N,Y,0,0,1,0,1,2
Sobha,125.45,15676.11,1.97,4.24,4.07,5.3,6.67,6.83,363.55,70.17,55.57,44.36,24.38,13.65,-2.09,4.81,3.6,-7.44,-30.16,-15.36,-14.13,-12.05,3,6.59,5.54,5,1.59,3.15,0.19,57.94,52.77,12.87,0,2.55,0.18,0.77,1.29,Y,Y,Y,N,0,0,0,0,1,1
G R Infraproject,34.17,14635.41,15.58,26.11,19.91,22.24,23.75,24.83,15.32,11.54,12.13,12.13,12.13,4.61,11.2,15.94,25.64,5.09,9.34,-0.79,23.15,1.75,5,1.93,1.72,5,12.02,15.25,0,0,74.71,3.09,0,4.15,2.57,0.5,3.38,Y,Y,Y,N,1,0,0,0,1,2
Brookfield India,21.6,14028.44,-0.04,1.52,1.41,,,,231.91,63.74,64.93,64.93,64.93,138.68,,,,,,,,,4,1.24,6.88,3,-0.22,10.96,,0,40.16,,0,1.64,0.45,1.07,1.13,Y,Y,N,N,0,0,0,0,0,0
Raymond,45.05,10389.83,44.5,22.89,30.6,19.37,16.92,14.25,18.98,11.49,10.8,13.96,16.24,37.81,6.5,7.74,7.09,99.41,55.22,76.09,31.74,0.33,5,2.25,1.59,5,18.6,7.44,0.64,4.06,48.87,28.11,11.99,2.81,0.63,0.91,4.05,Y,Y,N,Y,1,0,1,0,1,3
KPI Green Energy,176.67,9937.07,29.58,53.44,35.42,31.32,,,50.74,25.8,23.1,23.1,23.1,115.52,97.25,,,87.66,96.92,,,0.5,4,10.93,8.4,5,15.8,17.08,0.05,1.68,48.77,39.8,45.5,8.4,1.12,1.24,3.86,Y,Y,N,N,0,0,0,0,1,1
ITD Cem,165.7,9167.44,19.76,10.44,12.61,9.53,10.08,8.82,28.5,24.16,24.85,24.19,26.06,41.44,19.47,14.8,17.61,170.27,26.38,24.33,34.72,1.08,6,6.14,1.11,9,3.5,2.44,0.32,10.67,46.64,30.06,0,4.82,0.92,0.6,3,Y,Y,N,Y,1,0,1,0,1,3
Puravankara,170.86,9059.93,2.17,2.92,4.14,3.39,3.76,4.09,121.15,84.19,34.88,19.89,16.16,31.39,1.28,6.49,5.25,133.13,-18.11,-13.86,-12.51,-6.69,5,4.81,3.59,7,1.92,4.76,1.65,353.55,75,7,0,2.23,0.2,1.77,1.26,Y,Y,N,N,0,0,0,0,1,1
Max Estates,,8824.95,-1.39,1.94,,,,,,,,,,,,,,,,,,,3,6.89,76.63,3,-23.26,16.41,0,0,45.26,21.47,0,5.3,0.58,0.82,0.52,N,N,N,N,0,0,0,0,1,1
National Standar,-3.96,8807,5.85,3.43,6.65,5.55,5.22,12.28,531.18,662.57,631.42,630.39,630.39,8.22,9.11,-21.01,-15.17,22.7,25.37,-13.72,-7.24,20.94,5,33.04,363.33,7,68.98,47.55,0,0,73.94,26.05,0,54.95,64.14,0,,N,Y,N,Y,N,0,0,0,1,1
Keystone Realtor,25.04,8607.96,6.4,6.11,8.37,,,,95.46,53.29,53.29,53.29,53.29,37.83,,,,-25.07,,,,,4,4.33,3.63,6,5,11.59,0,0,78.35,2.11,0,3.67,0.38,0.61,3.29,Y,Y,Y,N,0,0,0,0,1,1
Valor Estate,-2.63,8528.22,35.96,-37.12,4.1,-4.72,-5.1,-3.42,6.81,8.91,8.87,8.88,38.05,144.16,-0.43,14.22,1.17,54.1,46.5,42.72,46.91,0.1,5,1.7,19.63,6,347.16,-90.55,0,0,47.38,48.78,42.1,3.19,0.74,0.44,15.19,N,N,Y,Y,N,0,0,0,0,0
H.G. Infra Engg.,44.56,8501.25,24.08,29.36,27.37,26.52,25.97,,15.76,11.24,10.63,10.78,10.78,27.26,21.7,26.18,,30.41,32.84,15.36,,0.48,7,3.46,1.53,5,9.8,10.67,0.11,0.15,74.53,12.92,0,5.15,1.57,0.62,4.36,Y,Y,N,N,1,0,0,0,1,2
Ganesh Housing,150.26,8275.33,41.58,12.17,24.43,10.64,8.75,8.48,17.04,22.23,22.23,15.22,8.66,74.35,28.09,12.07,12.18,66.15,59.29,22.01,18.76,0.22,7,4.78,9.1,8,51.75,16.59,1.11,19.91,73.06,25.91,0,10.09,3.88,0.02,168.97,N,Y,Y,Y,1,1,0,0,1,3
PNC Infratech,-8.48,7983.5,18.82,16.21,17.36,18.05,17.8,17.04,6.12,12.99,12.96,13.99,14.28,14.33,18.04,21.19,20.32,23.86,21.86,33.62,29.86,0.28,5,1.54,0.91,6,10.3,8.06,0.19,1.69,56.07,8.39,0,2.57,1.51,1.55,3.49,N,Y,N,Y,1,0,0,0,1,2
KNR Construct.,5.42,7818.32,23.72,15.5,19.05,18.82,19.48,18.55,9.96,17.43,17.24,17.24,19.52,15.12,14.09,15.23,17.34,32.77,23.86,32.55,28.93,0.42,6,2.21,1.76,6,16.91,9.71,0.09,0.9,48.81,14.06,0,4.71,2.02,0.36,9.13,N,Y,N,Y,1,0,0,0,1,2
Sunteck Realty,26.43,7789.42,2.38,0.05,1.14,1.54,3.46,4.1,77.55,149.45,133.99,84.74,31.44,-2.75,-7.99,-7.19,-4.82,14.98,-20.93,-16.07,-8.7,-3.71,4,2.49,9.61,6,12.46,0.39,0.28,30.98,63.24,8.74,0,2.69,0.21,0.12,3.19,N,Y,Y,Y,1,0,0,0,1,2
Mahindra Life.,-2.21,7665.38,4.66,1.73,3.53,0.62,2.13,4.22,63.79,82.13,68.56,32.46,23.8,8.46,-18.58,-16.7,-11.32,47.22,-6.32,-2.58,-1.57,-10.29,1,4.18,26.25,3,40.4,5.19,0.54,41.81,51.15,18.12,0,3.15,0.26,0.51,6.43,N,Y,N,Y,N,0,0,0,1,1
Ahluwalia Contr.,48.78,6910.77,16.36,17.05,16.56,14.11,15.01,15.88,32.24,22.54,23.57,23.2,25.38,24.83,17.05,15.26,14.91,44.14,14.57,15.18,54.46,2.21,4,4.32,1.72,7,6,6.8,0.05,0.89,55.32,6.87,0,6.32,1.91,0.07,6.47,Y,Y,N,N,0,0,0,0,1,1
Welspun Enterp,87.82,6894.39,12.56,13.12,11.22,10.36,9.66,6.44,20.72,15.07,12.94,14.13,15.41,23.37,9.96,37.73,27.99,34.83,22.43,61.71,16.21,1,4,2.97,2.24,5,11.08,9.91,0.6,13.88,54.51,34.37,0,4.21,1.48,0.33,5.47,Y,Y,Y,Y,1,0,1,1,1,4
Equinox India,45.77,6851.61,-15.02,-12.09,-10.05,-4.97,8.56,7.03,,194.1,42.17,15.6,13.33,-35.21,-39.11,-21.83,-13.36,,,,,,5,1.5,9.08,2,-100.92,-68.48,0,0,0,64.75,0,2.77,0.37,0.08,-21.41,N,N,Y,N,0,0,0,0,0,0
Dilip Buildcon,52.6,6827.51,1.39,-7.47,-6.28,-0.79,4.36,6.53,40.31,113.45,29.07,27.39,23.36,5.72,5.02,12.62,17.55,-40.63,-37.23,-23.75,-22.89,-1.11,3,1.61,0.56,8,0.49,-2.66,0.21,7.54,70.15,17.27,15.47,2.32,0.81,1.71,1.21,N,Y,Y,Y,1,0,0,0,1,2
Man Infra,17.49,6550.51,24.13,26.43,25.9,18.3,15.79,13.19,22.56,18.76,24.13,20.61,24.49,43.55,27.75,15.83,12.27,111.75,48.31,28.8,26.64,0.47,5,4.92,5.98,7,23.3,15.23,0.92,20.02,67.18,27.4,0,7.61,2.3,0.1,14.32,Y,Y,Y,Y,1,1,1,0,1,4
TARC Ltd,132.66,6443.43,-5.77,1.66,-7.08,,,,,119.02,124.51,124.51,124.51,-16.43,,,,,,,,,3,5.06,113.62,4,-67.99,6.03,0,0,64.96,29.01,0,3.81,0.21,1.09,0.06,N,N,N,N,0,0,0,0,1,1
NESCO,36.6,6267.06,17.03,16.68,15.45,15.31,15.78,16.74,17.58,18.34,18.74,19.66,18.99,32.57,13.48,12.05,15.46,28.12,15.02,11.5,17.75,1.17,5,2.73,9.18,7,53.49,55.88,0.67,11.65,68.54,23.45,0,5.85,0.83,0,33.84,N,Y,N,N,1,0,0,0,1,2
Hind.Construct.,49.34,6116.45,,,,,,,,6.06,6.66,6.35,6.35,-5.29,-7.85,-4.77,-3.17,17.66,,8.97,5.5,,3,,0.89,8,-1.86,-5.28,0,0,18.59,65.69,76.84,2.22,1.08,,0.86,N,Y,Y,Y,0,0,0,0,0,0
India Infr Trust,-3.23,5976,31.35,18.36,20.96,6.22,,,7.34,12.17,12.17,12.17,12.17,26.96,165.27,,,56.6,60.19,,,0.12,4,2.37,1.63,7,22.21,19.56,,0,75,,0,1.45,0.74,2.57,2.35,N,N,Y,Y,1,0,0,0,0,1
Ceigall India,,5959.55,39.9,32.05,36.01,,,,20.17,20.47,20.47,20.47,20.47,51.38,,,,-74.5,,,,,4,,1.97,5,9.75,7.94,0.15,3.85,82.06,8.09,0,6.39,1.41,1.2,5.18,N,N,N,Y,0,0,0,0,0,0
J Kumar Infra,68.29,5275.02,13.19,12.4,12.09,10.25,10.26,10.18,15.42,10.04,9.87,9.62,13.23,23.81,11.85,17.22,15.19,73.06,13.26,17.35,11.13,1.16,5,2,1.05,8,6.73,6.53,0.57,9.21,46.64,26.78,22.67,4.55,1.54,0.22,4.56,Y,Y,N,Y,1,0,1,0,1,3
Bharat Hig.InvIT,,5007.86,,,,,,,338.14,325.2,325.2,325.2,325.2,,,,,,,,,,4,1.01,41.49,2,12.27,,,0,15,,0,2.65,4.03,0.23,1.79,Y,N,N,N,0,0,0,0,0,0
Birlasoft Ltd,5.3,15798.05,22.48,12.92,18.34,16.91,16.47,16.74,25.53,28.08,25.58,20.28,11.72,14.07,15.66,6.85,6.96,24.62,18.07,10.62,6.07,1.4,4,4.86,2.92,7,11.7,6.78,1.14,28.76,40.86,23.15,0,9.67,3.82,0.04,40.59,N,Y,N,Y,1,0,0,0,1,2
Zensar Tech.,42.29,15563.33,19.96,11.18,16.02,15.29,15.41,16.54,24,21.89,21.55,20.71,16.74,9.04,4.33,6.99,7.7,25.3,17.06,15.56,10.31,1.39,4,4.2,3.09,7,13.31,6.53,1.31,30.65,49.13,16.98,0,8.38,3.29,0.04,48.95,Y,Y,Y,Y,1,0,1,0,1,3
BLS Internat.,51.47,15370.29,31.09,29.53,28.4,24.69,25.83,,42.91,43.04,35.02,26.45,29.85,51.91,15.84,14.88,,83.83,32.95,29.81,,1.3,5,12.73,8.61,6,19.39,13.6,0.27,13.15,70.38,18.87,0,18.91,7.52,0.03,98.92,N,Y,N,Y,0,0,0,0,1,1
eClerx Services,42.22,13593.75,25.41,29.29,27.1,23.69,22.81,25.16,26.27,19.9,17.48,17.23,17.03,23.2,15.38,11.92,13.28,26.31,21.29,8.15,9.27,1.52,5,6.05,4.5,6,17.22,18.17,0.04,0.94,53.81,10.42,0,10.88,4.13,0.12,28.61,Y,Y,N,N,1,0,0,0,1,2
Happiest Minds,-7.61,11705.36,21.28,28.93,25.84,30.16,28.72,25.23,50.67,61.2,60.72,60.72,60.72,24.62,20.06,19.2,24.04,13.37,11.93,46.96,10.39,1.05,2,7.94,7.87,5,16.61,16.24,0.75,34.95,44.23,44.61,1.76,11.47,3.19,0.35,7.13,N,Y,N,Y,1,0,0,0,0,1
Intellect Design,18.56,10552.81,14.66,13.83,16.22,15.02,14.25,,37.13,30.33,32.68,32.64,32.64,18.73,11.57,15.51,,6.71,19.31,40.03,,1.84,2,4.11,4.37,7,13.21,12.05,0.46,14.91,30.05,36.41,0,7.36,2.33,0.03,112.78,Y,Y,Y,Y,1,0,0,0,0,1
C.E. Info System,-3.86,10528.16,20.59,19.74,19.93,19.73,,,76.54,72.46,72.46,72.46,72.46,35.52,22.91,,,-43.23,-15.18,,,1.74,4,15.88,26.89,6,32.7,34.74,0.18,14.12,51.67,36.14,0,23.89,2.12,0.04,63.21,Y,Y,Y,N,0,0,0,0,1,1
Tanla Platforms,-25.57,9811.31,31.71,31.2,35.81,29.77,24.63,20.04,18.11,23.94,28.58,25.57,27.06,18.82,31.37,31.45,43.7,16.09,81.24,40.33,45.59,0.21,4,4.66,2.45,6,13.96,13.35,1.65,29.44,44.12,40.43,0,8.26,2.2,0.03,105.41,N,Y,N,Y,1,0,0,0,0,1
Route Mobile,-4.53,9492.89,18.22,18.73,17.47,18.9,19.53,,26.66,30.45,41.82,41.82,41.82,41.96,36.64,36.42,,35.8,39,24.92,,0.59,3,4.05,2.23,3,9.32,9.33,0.73,18.41,74.9,12.29,0,7.07,2.18,0.24,13.2,N,Y,N,N,1,0,0,0,1,2
Latent View,4.41,9161.75,12.24,13.8,13.46,15.1,,,55.51,55.1,55.1,55.1,55.1,27.95,17.35,,23.41,-58.88,-35.69,,-9.78,2.42,4,6.66,13.64,4,24.66,28.62,0,0,65.39,28.3,0,12.88,13.5,0.02,72.15,Y,Y,Y,N,0,0,0,0,1,1
Aurionpro Sol.,93.67,8425.31,19.72,21.76,20.21,10.12,12.22,11.36,51.21,23.53,10.11,9.18,7.83,33.38,11.19,8.76,3.18,49.39,15.04,32.94,5.45,3.02,4,6.16,8.28,5,16.08,15.45,0.16,4.38,26.88,57.74,0,10.23,3.15,0.02,20.22,Y,Y,Y,Y,0,0,1,0,0,1
Rategain Travel,13.67,8366.94,13.44,10.15,10.08,6.59,,,50.45,73.3,73.3,73.3,73.3,56.27,29.62,,,26.52,-37.97,,,0.67,4,5.76,8.35,8,15.17,11.93,0,0,48.25,20.96,0,10.59,4.67,0.01,161.45,N,Y,Y,Y,1,0,0,0,1,2
Mastek,22.88,8154.89,15.93,19.91,20.32,20.4,19.39,16.84,22.19,25.58,21.26,17.58,17.87,21.06,24.21,27.42,12.71,6.32,19.63,32.01,16.15,0.86,4,3.57,2.51,4,10.18,11.33,0.72,19.51,36.23,45.22,0,6.06,1.64,0.29,10.81,N,Y,N,N,1,0,0,0,0,1
Black Box,82.26,7563.38,42.51,16.47,32.62,,,,39.23,35.58,31.23,29.16,31.53,10.36,27.66,34.73,23.28,3.47,72.15,71.77,9.91,0.52,3,15.72,1.23,5,2.63,0.71,0,0,71.06,25.41,8.93,7.39,1.01,1.48,2.55,Y,Y,N,Y,0,0,0,0,1,1
Infibeam Avenues,46.87,7324.29,4.71,4.09,3.92,3.6,3.69,3.66,36.6,40.74,44,43.6,56.89,67.4,22.3,32.54,31.36,28.55,11.33,15.69,18.41,2.95,4,2.11,2.3,6,4.92,6.38,0.19,8.8,27.43,65.21,0,4.08,1.39,0.02,87.42,N,Y,N,N,0,0,0,0,0,0
eMudhra,98.76,7294.88,14.38,22.48,19.18,19.08,,,94.46,56.29,56.29,56.29,56.29,41.54,29.72,,,54.07,27.47,,,2.97,3,11.12,18.91,4,20.54,24.6,0.14,13.46,54.4,26.17,0,18.33,5.71,0.01,33.07,Y,Y,Y,N,0,0,0,0,1,1
Protean eGov,,7203.01,10.91,13.01,12.97,13.63,,,81.49,48.23,48.23,48.23,48.23,13.49,3.14,,,2.94,-4.89,,,-17.41,1,7.76,8.39,5,11.04,14.44,0.56,41.58,0,64.43,0,12.07,1.89,0.02,59.07,Y,N,N,N,0,0,0,0,0,0
E2E Networks,661.83,5972.9,36.37,22.58,27.85,13.37,14.24,,190.22,51.68,47.65,35.17,35.17,38.83,22.86,18.21,,152.32,68.92,-28.84,,2.74,5,12.25,41.99,5,23.15,14.98,0,0,51.56,40.83,0,14.34,3.72,0.37,5.25,Y,Y,N,Y,0,0,1,0,0,1
R Systems Intl.,-3.97,5669.1,24.28,27.73,27.64,25.15,22.65,22.71,39.86,26.88,21.46,20.12,18.41,24.14,19.2,16.22,10.95,19.47,23.61,16.46,11.01,1.78,4,9.4,3.29,5,8.34,9.2,1.25,57.41,51.93,45.95,0,10.41,1.99,0.12,19.09,Y,Y,N,N,1,0,0,0,0,1
Network People,326.23,5384.66,63.69,25.82,42.83,39.94,,,106.99,81.39,78.12,78.12,78.12,102.59,47.96,,,160.64,25.78,,,1.29,6,93.48,26.83,9,21.53,16.05,0,0,67.55,32.34,0,119.33,3.95,0,3343.5,Y,Y,Y,Y,0,0,1,0,1,2
Netweb Technol.,234.21,14159.06,29.32,68.01,40.27,40.3,,,146.23,146.03,146.03,146.03,146.03,71.8,41.02,,,-2.62,23.18,,,1.54,5,31.05,15.4,4,10.46,10.55,0.08,14.85,71.39,10.89,0,34.02,1.58,0.02,22.43,Y,N,Y,N,0,0,0,1,1,2
Bharat Global,4526.46,7205.13,6.56,0,6.43,6.33,6.25,6.12,1261.84,,,,,850.48,209.98,69.16,68.45,23.99,13.77,9.65,14.99,5.75,1,67.16,90.28,5,12.93,0,0,0,0,100,0,88.17,1.09,0.04,,N,Y,Y,Y,0,0,0,0,0,0
NIIT Learning,12.97,5823.15,24.84,31.81,,,,,25.01,28.87,28.87,28.87,28.87,,,,,,,,,,4,5.37,3.65,6,13.97,15.36,1.23,33.34,34.52,29.08,0,7.06,1.89,0.11,11.75,N,N,N,N,0,0,0,0,0,0
Ingersoll-Rand,50.18,13514.89,38.4,32.33,31.31,27.26,19.42,14.18,58.63,48.91,43.4,35.18,35.55,25.25,10.43,10.06,8.75,45.42,22.38,17.18,12.73,2.62,4,23.29,11.02,6,18.32,15.87,1.64,99.37,75,17.31,0,29.55,1.89,0.01,168.03,Y,Y,Y,Y,0,0,1,0,1,2
Kirl.Pneumatic,158.79,9549.5,16.1,14.62,14.75,13.63,13.11,12.47,48.81,35.99,33.7,31.77,29.07,17.12,13.24,14.45,10,29.79,20.05,16.84,13.81,2.41,5,9.35,6.35,7,10.47,8.57,0.44,31.6,38.89,23.67,0,13.44,1.78,0,6595.5,Y,Y,Y,Y,0,0,1,0,0,1
VST Industries,4.5,5276.74,24.63,29.01,28.24,31.6,32.15,33.08,21.71,16.23,16.88,17.92,18.17,8.54,5.27,6.36,6.05,-1.22,5.72,10.23,7.37,3.8,5,4.66,3.72,6,21.09,25.3,4.39,76.8,32.16,56.77,0,7.9,1.09,0,,Y,Y,N,N,0,0,0,0,0,0
Epigral,108.33,7914.06,16.86,39.37,30.17,29.76,31.67,,31.64,19.49,19.85,19.85,19.85,32.54,22.12,25.56,,24.4,1.73,25.89,,16.65,6,6.31,3.72,5,10.15,16.15,0.26,10.61,71.58,24.21,0,6.5,0.31,0.77,6.39,Y,Y,N,N,0,0,0,0,1,1
Gujarat Alkalies,16,6133.71,-3.88,6.81,4.13,4.53,6.95,,,12.1,12.14,11.84,11.9,16.15,3.78,9.09,,,,,,,4,1.01,1.58,4,-6.22,9.07,0,-42.95,46.28,48.01,0,2.72,0.65,0.09,-5.54,N,Y,N,N,0,0,0,0,0,0
Clean Science,12.74,15834.97,22.05,33.2,28.97,32.55,,,63.08,62.73,64.1,64.1,64.1,15.59,15.01,,,7.09,-49.37,,,3.14,3,13.16,19.14,3,30.83,31.55,0.34,21.78,74.97,14.43,0,20.91,1.46,0,344.35,Y,Y,N,N,0,0,0,0,1,1
Deepak Fertiliz.,78.1,14311.58,7.67,26.53,17.36,15.34,13.45,12.11,27.1,11.13,10.66,11.9,13.16,14.4,5.22,11.15,8.34,-6.21,41.23,11.16,2.99,0.57,4,2.65,1.66,4,4.77,10.58,0.75,24.25,45.63,34.69,0,3.85,0.89,0.77,2.79,Y,Y,N,N,1,0,0,0,1,2
Fine Organic,1.16,14179.17,21.74,47.6,31.97,29.59,29.33,29.48,40.19,37.84,44.74,38.29,38.29,20.28,13.32,14.06,13.14,47.36,23.31,-4.5,-0.77,1.72,3,7.62,7.36,6,18.85,19.49,0.22,8.34,75,8.56,0,14.9,7.58,0,229.94,Y,Y,Y,N,1,0,0,0,1,2
Aether Industri.,-9.15,10460.78,5.93,15.91,12.23,15.24,16.09,15.72,103.02,92.05,92.05,92.05,92.05,9.81,24.25,57.82,,-52.76,-22.92,34.17,18.73,3.09,3,4.89,16.17,1,16.51,19.93,0,0,81.79,3.4,0,8.86,2.97,0.07,14.56,Y,Y,Y,N,0,0,0,0,1,1
Jubilant Ingrev.,51.14,10448.05,6.93,12.1,13.17,,,,59.52,24.2,26.44,26.44,26.44,82.17,,,,43.43,,,,,3,3.71,2.54,4,4.53,6.46,0.76,43.2,51.48,25.09,2.71,5.52,0.66,0.26,5.36,Y,Y,N,N,0,0,0,0,1,1
Elantas Beck,72.25,10349.09,20.62,16.23,16.96,16.14,16.68,18.03,68.72,49.02,44.83,42.53,35.51,21.07,10.69,9.28,8.37,30.58,21.66,14.11,17.07,3.17,4,12.83,14.68,7,20.18,13.89,0.04,2.89,75,12.44,0,20.54,5.14,0,319.74,Y,Y,N,Y,0,1,1,0,1,3
Galaxy Surfact.,11.32,10241.81,14.9,22.09,18.24,20.16,20.83,,33.47,29.97,28.68,27.8,27.8,10.87,6.55,8.39,,-0.07,9.54,10.8,,3.51,1,4.7,2.68,6,7.98,8.56,0.76,25.87,70.91,12,0.02,8.87,1.57,0.09,19.29,Y,Y,Y,N,0,0,0,1,1,2
Alkyl Amines,-8.19,10234.88,12.29,21.46,19,25.35,25.27,25.31,69.16,61.73,59.03,50.23,22.66,5.06,11.22,16.3,12.44,-20.39,12.29,16.79,13.29,5.6,2,8.07,7.15,5,10.39,13.76,0.5,34.36,71.96,23.31,0,12.95,1.19,0,55.45,Y,Y,Y,N,0,0,0,1,1,2
G N F C,-10.24,8775.3,5.63,17.31,15.22,13.94,14.6,12.1,17.04,6.74,6.96,6.82,8.07,15.63,6.11,8.13,5.05,-9.41,-7.07,8.22,5.87,-2.1,7,1.07,1.06,5,6.11,14.31,2.76,50.01,41.3,31.38,0,3.73,2.49,0,24.86,Y,Y,Y,N,1,0,0,0,1,2
Anupam Rasayan,-19.14,7564.86,5,8.82,7.38,7.46,,,80.54,59.2,62.16,62.16,62.16,22.07,24.08,,,17.63,3.08,,,3.9,3,2.83,5.63,2,11.11,13.54,0.18,10.67,61.23,29.47,13.75,4.37,0.84,0.4,2.92,Y,Y,N,N,0,0,0,0,1,1
Archean Chemical,-1.74,7366.78,19.45,44.92,33.79,34.08,,,26.63,19.35,19.35,19.35,19.35,21.53,18.65,,,-10.16,21.52,,,0.61,5,4.32,6.15,5,22.96,26.42,0.5,11.48,53.45,14.56,4.55,8.5,1.93,0.02,44.76,Y,Y,Y,N,1,0,0,0,1,2
